workload,assignment_method,k,algorithm,algorithm_label,setting,num_instances,mean_selected,min_selected,max_selected,ci95_selected,mean_fairness,min_fairness,max_fairness,ci95_fairness,mean_fraction_opt,min_fraction_opt,max_fraction_opt,ci95_fraction_opt,mean_inverse_ratio,min_inverse_ratio,max_inverse_ratio,ci95_inverse_ratio,mean_delta,min_delta,max_delta,offline_fairness_ratio,offline_approximation_ratio,online_fairness_ratio,online_approximation_ratio
NASA-iPSC-1993,containment_quantile,2,crs,CRS,online,1,942.623,9.0,2934.0,0.0,15.63380393463959,11.55757010581709,15.63380393463959,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,containment_quantile,2,offline_deterministic,Offline Deterministic,offline,1,11309.0,11309.0,11309.0,0.0,1.454519368723099,1.454519368723099,1.454519368723099,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,containment_quantile,2,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,1.419887955182073,1.419887955182073,1.419887955182073,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,containment_quantile,2,offline_randomized,Offline Randomized,offline,1,10365.788,9415.0,11309.0,0.0,1.2875673930420382,1.1939082181585219,1.2875673930420382,nan,0.9165963391988682,0.8325227694756389,1.0,0.0,1.090992792829643,1.0,1.2011683483802442,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,containment_quantile,2,online_randomized_fair,Online Randomized Fair Algorithm,online,1,478.062,0.0,2083.0,0.0,30.1497539810684,23.391785879095526,30.1497539810684,nan,0.04227270315677779,0.0,0.18418958351755238,0.0,23.655927473842304,nan,nan,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,containment_quantile,3,crs,CRS,online,1,942.623,9.0,2934.0,0.0,15.726589546567594,11.231200191743063,15.726589546567594,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,containment_quantile,3,offline_deterministic,Offline Deterministic,offline,1,11092.0,11092.0,11092.0,0.0,2.704238052299369,2.704238052299369,2.704238052299369,0.0,0.9808117428596693,0.9808117428596693,0.9808117428596693,0.0,1.0195636494771005,1.0195636494771005,1.0195636494771005,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,containment_quantile,3,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,3.1045548654244306,3.1045548654244306,3.1045548654244306,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,containment_quantile,3,offline_randomized,Offline Randomized,offline,1,10503.88,8793.0,11309.0,0.0,1.9215244050898932,1.1666269704748549,1.9215244050898932,nan,0.9288071447519675,0.7775223273498983,1.0,0.0,1.076649771322597,1.0,1.2861366996474468,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,containment_quantile,3,online_randomized_fair,Online Randomized Fair Algorithm,online,1,329.268,0.0,1344.0,0.0,45.72208921425423,31.640695061350662,45.72208921425423,nan,0.029115571668582543,0.0,0.11884339906269344,0.0,34.34588238152508,nan,nan,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
